gene	Bime201829425463	Christie201222295056	GuillenGuio202031982041	Meyer201121257790	Meyer201323449693	Tejera201223048207	Shortt201425372662	Bowler200414742308	Chang200818658106	Chen201324041686	Mirchandani202235624205_prot	Nguyen201323505561	Ren201627565730	Dolinay201222461369	Howrylak200919174476	Juss201627064380	Kangelaris201525795726	Kovach201525849954	Lu201729151698	Mirchandani202235624205_trans	Morrell201829769438	Wang200818203972	Zhu201728856588	Englert201930665420	Scheller201930239899	Zhang202133747181	Zhang202235804020	Jiang202032554932	maic_score	contributors
SERPING1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2025490778338748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2025490778338748	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
MMP25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2022807850008705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2022807850008705	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
IFITM3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2017541505545042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2017541505545042	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
ARRB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2014946775074031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2014946775074031	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
C8B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.200726759013818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.200726759013818	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
PADI2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.200473322566042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.200473322566042	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
VNN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0703086213473743	0.0	1.2002207947405863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2002207947405863	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
CD28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.199717853320728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.199717853320728	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
METTL7B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.062761508585233	0.0	1.19946719934249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19946719934249	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
LILRA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19921696417852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19921696417852	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
PGLYRP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1989670741034464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1989670741034464	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
ADGRG3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.198717468370038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.198717468370038	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
CAMP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1984680969246158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1984680969246158	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
CEACAM8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1982189185246286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1982189185246286	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
EPB41L4A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.197969899187599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.197969899187599	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
F5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0529511017989028	0.0	1.1977210109131065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1977210109131065	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
IFITM2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.197472230629744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.197472230629744	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
ADAM8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1969749213425622	0.0	1.0699685393185316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1969749213425622	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
CSF3R	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1967263637687622	0.0	1.0699685393185316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1967263637687622	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
ARAP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1964778559716682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1964778559716682	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
HDAC9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.196229389188909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.196229389188909	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
RASSF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1959809562005848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1959809562005848	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
CRTAM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1957325510577403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1957325510577403	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
SERPINB9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1954841688586362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1954841688586362	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
RORA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1952358055644041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1952358055644041	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
TCEA3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.194987457847152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.194987457847152	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
SIGLEC5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1947391229648079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1947391229648079	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
FGF13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1944907986579976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1944907986579976	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
GGT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.194242483065072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.194242483065072	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
RNF175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0584339457256073	0.0	1.1939941746520948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1939941746520948	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
PRKCB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.193745872155154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.193745872155154	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
TGFBR3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1932492809270228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1932492809270228	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
GPR183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0529415057141167	0.0	1.193000990630694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.193000990630694	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
PXDN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1927527030612632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1927527030612632	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
KLRC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1925044177387052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1925044177387052	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
CD96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1922561342674944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1922561342674944	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
JAKMIP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1917595716328875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1917595716328875	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
AGTRAP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0641515192421802	0.0	1.1915112919797015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1915112919797015	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
GAS7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0689307584660825	0.0	1.191263013179863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.191263013179863	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
ENPP5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1910147350831544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1910147350831544	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
TSNAX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0512034170585083	0.0	1.1907664575658012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1907664575658012	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
TPGS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1905181805258174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1905181805258174	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
SMAP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19026990387917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19026990387917	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
HLX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.189773351501111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.189773351501111	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
FASLG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.189525075665639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.189525075665639	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
CCDC50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1890285245066854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1890285245066854	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
YES1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1887802491249915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1887802491249915	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
ZNF124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1885319738447193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1885319738447193	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
ZNF846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.188283698648015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.188283698648015	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
CR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0504797323405337	0.0	1.188035423520168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.188035423520168	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
PRKRA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0506393403595422	0.0	1.187787148449057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.187787148449057	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
HDAC4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0692663793819415	0.0	1.1875388734246948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1875388734246948	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
LMNB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1870423234847471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1870423234847471	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
SMOC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1867940485567943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1867940485567943	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
ETS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1865457736503895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1865457736503895	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
MXD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1862974987617394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1862974987617394	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
WWOX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1858009490257522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1858009490257522	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
ICA1L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1855526741737177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1855526741737177	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
IL15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.185304399329867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.185304399329867	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
PSTPIP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0529703767073177	0.0	1.1850561244927598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1850561244927598	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
IL17RA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0583331776799496	0.0	1.1848078496612084	0.0	1.0699685393185316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1848078496612084	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
GGTLC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1845595748342352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1845595748342352	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
SLC22A4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0541545502827665	0.0	1.1843113000110341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1843113000110341	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
IMMP2L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1840630251909414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1840630251909414	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
PLAAT3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1838147503734096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1838147503734096	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
PIGL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1835664755579878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1835664755579878	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
CD3G	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1830699259320545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1830699259320545	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
L3MBTL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1828216511209846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1828216511209846	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
rs11734086	1.1770147320524609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1770147320524609	GWAS/GENOTYPING: Bime201829425463
GINS3	1.1657851975449516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1657851975449516	GWAS/GENOTYPING: Bime201829425463
DOCK1	1.1463513364860534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1463513364860534	GWAS/GENOTYPING: Bime201829425463
BRSK2	1.1379631082700754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1379631082700754	GWAS/GENOTYPING: Bime201829425463
LOC107985440	1.1303521429784877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1303521429784877	GWAS/GENOTYPING: Bime201829425463
rs968261	1.123446418444237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.123446418444237	GWAS/GENOTYPING: Bime201829425463
rs7177019	1.1171805861654918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1171805861654918	GWAS/GENOTYPING: Bime201829425463
rs2613534	1.1114953529153713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1114953529153713	GWAS/GENOTYPING: Bime201829425463
SLC39A11	1.1063369196524975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1063369196524975	GWAS/GENOTYPING: Bime201829425463
CTNNA2	1.1016564724228086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1016564724228086	GWAS/GENOTYPING: Bime201829425463
rs17638291	1.0974097204350537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0974097204350537	GWAS/GENOTYPING: Bime201829425463
rs28541956	1.0935564769387978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0935564769387978	GWAS/GENOTYPING: Bime201829425463
PTPRD	1.0900602789388014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0900602789388014	GWAS/GENOTYPING: Bime201829425463
rs6565829	1.0868880421471483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0868880421471483	GWAS/GENOTYPING: Bime201829425463
GPC6	1.0840097479079451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0840097479079451	GWAS/GENOTYPING: Bime201829425463
LOC105371589	1.0813981591319746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0813981591319746	GWAS/GENOTYPING: Bime201829425463
PI3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0790995655682298	0.0	0.0	0.0	0.0	0.0	0.0	1.0790995655682298	TRANSCRIPTOMICS/MICROARRAY: Wang200818203972
